matrl_id,host_nums,type,month
483,3794.0,05,201902
918,38.0,05,201902
961,12612.0,01,201902
582,21274.0,01,201902
300,6183.0,03,201902
1154,9893.0,03,201902
355,2745.0,03,201902
607,299.0,07,201902
63,70.0,10,201902
265,254.0,07,201902
169,12.0,07,201902
460,162.0,07,201902
722,66.0,07,201902
486,7.0,33,201902
766,5.0,33,201902
1111,7.0,10,201902
450,1.0,36,201902
982,1.0,10,201902
169,1.0,33,201902
849,345.0,08,201905
551,3803.0,05,201905
1134,5852.0,01,201905
263,47.0,33,201905
696,29.0,35,201905
509,29.0,35,201905
492,29.0,35,201905
327,19.0,33,201905
796,195.0,08,201905
409,39.0,10,201905
36,4.0,A7,201905
342,2.0,09,201905
917,2.0,10,201905
236,1.0,13,201905
831,4444.0,02,201802
361,296.0,08,201802
71,2075.0,05,201802
231,723.0,05,201802
585,459.0,01,201802
1062,40149.0,04,201802
228,412.0,07,201802
464,26.0,10,201802
473,42.0,33,201802
1111,4.0,33,201802
1037,0.0,36,201802
583,1.0,05,201802
410,6249.0,02,201809
715,3337.0,05,201809
76,2608.0,05,201809
385,20771.0,01,201809
738,13832.0,01,201809
503,1372.0,01,201809
1074,3802.0,03,201809
158,10544.0,03,201809
1078,9858.0,03,201809
1122,77.0,07,201809
814,14.0,33,201809
1027,1.0,35,201809
1180,10.0,10,201809
642,2.0,09,201809
573,2.0,09,201809
4,2.0,09,201809
806,2027.0,02,201903
385,5844.0,02,201903
790,3690.0,05,201903
605,3534.0,05,201903
541,21669.0,01,201903
1088,12086.0,01,201903
45,21716.0,01,201903
553,19032.0,01,201903
849,21513.0,01,201903
775,10935.0,01,201903
934,14082.0,01,201903
984,2519.0,01,201903
327,7642.0,01,201903
928,463.0,01,201903
1074,413.0,01,201903
136,11136.0,03,201903
256,11136.0,03,201903
729,137.0,03,201903
430,305.0,07,201903
1015,80.0,08,201903
642,70.0,10,201903
319,19.0,32,201903
1038,51.0,07,201903
292,2.0,07,201903
933,70.0,07,201903
210,13.0,33,201903
501,5.0,10,201903
122,3.0,36,201903
1068,3.0,36,201903
342,7.0,33,201903
1142,0.0,35,201903
582,2.0,09,201903
1159,5368.0,02,201804
815,5370.0,02,201804
886,642.0,02,201804
675,3148.0,05,201804
1107,946.0,05,201804
76,2605.0,05,201804
201,13385.0,01,201804
628,4113.0,01,201804
1160,4467.0,03,201804
941,14.0,33,201804
483,60.0,33,201804
82,60.0,33,201804
391,149.0,07,201804
1195,62.0,07,201804
555,110.0,07,201804
366,62.0,07,201804
692,35.0,07,201804
1122,16.0,33,201804
276,22.0,35,201804
823,16.0,33,201804
151,0.0,02,201804
713,4.0,33,201804
402,0.0,36,201804
227,302.0,08,201811
327,7499.0,01,201811
366,10437.0,01,201811
205,10707.0,03,201811
1160,4671.0,03,201811
238,74.0,02,201811
41,366.0,07,201811
483,418.0,07,201811
84,425.0,07,201811
1157,142.0,07,201811
412,0.0,33,201811
806,1.0,36,201811
938,3.0,36,201811
136,2.0,09,201811
341,7144.0,01,201902
8,21016.0,01,201902
682,5512.0,02,201902
561,5843.0,02,201902
1010,320.0,08,201902
453,3458.0,05,201902
758,2728.0,05,201902
894,7185.0,01,201902
213,2481.0,01,201902
128,2835.0,03,201902
884,67.0,34,201902
70,74.0,34,201902
785,25.0,33,201902
1020,92.0,33,201902
925,236.0,07,201902
1182,103.0,07,201902
329,65.0,07,201902
724,141.0,07,201902
101,2.0,09,201902
259,60.0,10,201902
851,18.0,07,201902
432,24.0,33,201902
79,34.0,33,201902
213,0.0,A7,201902
652,3.0,33,201902
1039,5.0,10,201902
643,3.0,36,201902
83,3.0,19,201902
292,3.0,33,201902
369,4086.0,02,201905
671,333.0,08,201905
715,3619.0,05,201905
1172,3593.0,05,201905
838,3037.0,05,201905
1054,22309.0,01,201905
1045,6104.0,01,201905
1027,83.0,07,201905
883,205.0,07,201905
638,100.0,33,201905
634,15.0,07,201905
541,4.0,36,201905
549,1.0,05,201905
673,6.0,33,201905
652,3.0,33,201905
549,6845.0,02,201906
506,4953.0,02,201906
26,22560.0,01,201906
866,20698.0,01,201906
450,19378.0,01,201906
443,14737.0,01,201906
408,971.0,01,201906
859,971.0,01,201906
1126,430.0,07,201906
519,323.0,08,201906
757,346.0,08,201906
1012,290.0,07,201906
833,64.0,07,201906
776,31.0,10,201906
492,7.0,A7,201906
568,4.0,36,201906
710,5.0,10,201906
256,2.0,09,201906
1148,2.0,07,201906
1050,103.0,02,201807
129,6598.0,02,201807
1126,317.0,08,201807
484,3902.0,05,201807
542,3252.0,05,201807
437,41772.0,04,201807
94,23.0,35,201807
774,49.0,33,201807
161,41.0,33,201807
956,54.0,33,201807
31,22.0,33,201807
127,68.0,10,201807
528,63.0,10,201807
492,68.0,10,201807
486,6.0,33,201807
217,8.0,35,201807
409,14.0,33,201807
169,10.0,35,201807
274,8.0,07,201807
1048,6.0,32,201807
682,3.0,36,201807
283,4.0,02,201807
866,2.0,09,201807
236,1.0,36,201807
743,4478.0,05,202001
876,383.0,05,202001
1102,21639.0,01,202001
125,940.0,01,202001
493,12507.0,03,202001
31,4276.0,03,202001
239,211.0,07,202001
1047,34.0,07,202001
949,29.0,35,202001
883,96.0,33,202001
1085,105.0,33,202001
165,104.0,33,202001
1012,5.0,10,202001
1117,1.0,04,202001
582,12.0,A7,202001
602,5.0,34,202001
1062,3.0,19,202001
863,2.0,09,202001
1172,3217.0,05,201806
326,13188.0,01,201806
123,604.0,01,201806
437,41627.0,04,201806
148,34113.0,04,201806
1055,2.0,A7,201806
223,61.0,33,201806
1053,419.0,07,201806
155,419.0,07,201806
165,409.0,07,201806
566,110.0,07,201806
1045,85.0,07,201806
1068,68.0,10,201806
356,59.0,10,201806
59,12.0,34,201806
669,11.0,33,201806
142,14.0,33,201806
787,32.0,08,201806
902,3.0,36,201806
10,3.0,36,201806
402,1.0,36,201806
212,3.0,36,201806
283,0.0,A7,201806
1020,6884.0,02,201908
1062,4579.0,05,201908
421,2547.0,05,201908
536,3149.0,05,201908
548,188.0,05,201908
24,19999.0,01,201908
935,11870.0,03,201908
776,3930.0,03,201908
901,46016.0,04,201908
528,434.0,07,201908
935,434.0,07,201908
701,189.0,07,201908
658,240.0,05,201908
483,165.0,04,201908
692,35.0,07,201908
567,29.0,35,201908
276,29.0,35,201908
1153,31.0,10,201908
1101,11.0,33,201908
1074,2.0,07,201908
1081,4679.0,05,201910
504,4232.0,05,201910
208,382.0,05,201910
385,23358.0,01,201910
45,23405.0,01,201910
880,18565.0,01,201910
1153,5667.0,01,201910
757,11632.0,01,201910
669,5074.0,01,201910
706,471.0,01,201910
367,11579.0,03,201910
609,216.0,03,201910
1068,101.0,33,201910
222,2226.0,01,201910
660,162.0,07,201910
671,70.0,10,201910
169,53.0,10,201910
1088,65.0,07,201910
835,5.0,34,201910
787,6.0,33,201910
1110,15.0,33,201910
58,18.0,34,201910
839,2.0,09,201910
417,1.0,35,201910
122,5621.0,02,201803
988,13146.0,01,201803
521,16.0,33,201803
493,49.0,33,201803
129,12.0,32,201803
339,65.0,10,201803
745,19.0,35,201803
738,0.0,A7,201803
1154,0.0,A7,201803
585,0.0,33,201803
637,4363.0,02,201902
598,3788.0,05,201902
1021,3458.0,05,201902
479,408.0,01,201902
1027,2629.0,03,201902
57,74.0,34,201902
1023,119.0,07,201902
210,13.0,33,201902
1055,91.0,33,201902
836,29.0,33,201902
380,91.0,33,201902
738,47.0,33,201902
244,49.0,10,201902
498,6.0,07,201902
1160,23.0,01,201902
503,0.0,33,201902
1052,26.0,35,201902
1053,2.0,09,201902
323,2.0,09,201902
106,3.0,36,201902
923,5.0,35,201902
512,3.0,36,201902
398,0.0,07,201902
509,6796.0,02,201904
567,6409.0,02,201904
642,6175.0,02,201904
968,3.0,36,201904
1003,3.0,36,201904
286,13728.0,01,201904
55,6650.0,01,201904
953,439.0,01,201904
1052,441.0,04,201904
1119,332.0,08,201904
417,33.0,08,201904
1054,100.0,33,201904
441,98.0,33,201904
155,70.0,10,201904
755,70.0,10,201904
1038,35.0,33,201904
138,105.0,07,201904
398,0.0,33,201904
151,0.0,02,201904
1160,1.0,33,201904
918,1.0,35,201904
588,6823.0,02,201906
6,5907.0,02,201906
392,854.0,02,201906
561,5951.0,02,201906
393,1147.0,05,201906
1063,22503.0,01,201906
920,22481.0,01,201906
42,22544.0,01,201906
1071,6303.0,01,201906
730,1165.0,03,201906
84,29.0,35,201906
1181,307.0,07,201906
6,53.0,10,201906
389,60.0,10,201906
1085,101.0,33,201906
1166,37.0,33,201906
484,39.0,10,201906
165,115.0,08,201906
1117,21.0,33,201906
980,31.0,33,201906
481,3.0,04,201906
745,6.0,02,201906
1119,4.0,36,201906
533,2.0,35,201906
464,2.0,35,201906
377,5744.0,02,201911
1105,9999.0,01,201911
724,7938.0,01,201911
1051,3655.0,03,201911
1170,252.0,07,201911
236,70.0,10,201911
244,49.0,10,201911
630,57.0,33,201911
863,101.0,33,201911
276,29.0,35,201911
753,28.0,35,201911
954,6.0,02,201911
42,4.0,36,201911
978,2553.0,05,201912
777,7637.0,01,201912
901,48966.0,04,201912
687,28355.0,04,201912
580,27501.0,04,201912
279,80.0,33,201912
253,105.0,33,201912
559,26.0,33,201912
269,29.0,35,201912
919,28.0,08,201912
1154,10.0,18,201912
382,2.0,35,201912
965,1.0,33,201912
519,348.0,08,202001
102,101.0,05,202001
46,18553.0,01,202001
634,5395.0,01,202001
569,3669.0,03,202001
124,4231.0,03,202001
70,50967.0,04,202001
836,2457.0,01,202001
688,441.0,07,202001
136,311.0,07,202001
1102,104.0,33,202001
569,12.0,07,202001
1095,65.0,10,202001
628,21.0,33,202001
127,28.0,35,202001
544,10.0,33,202001
125,27.0,07,202001
84,5.0,36,202001
136,2.0,09,202001
1020,7101.0,02,202006
237,2730.0,05,202006
1062,26465.0,01,202006
628,9077.0,01,202006
928,1077.0,01,202006
1165,444.0,07,202006
518,303.0,07,202006
1059,206.0,07,202006
919,70.0,10,202006
1152,70.0,10,202006
437,27.0,35,202006
779,29.0,35,202006
54,12.0,33,202006
1152,107.0,33,202006
323,106.0,33,202006
526,47.0,01,202006
1169,18.0,32,202006
761,2.0,09,202006
894,2.0,08,202006
846,5.0,36,202006
33,1.0,05,202006
864,302.0,08,201803
755,284.0,08,201803
593,8710.0,01,201803
46,18520.0,01,201803
1177,18520.0,01,201803
158,9874.0,03,201803
853,415.0,07,201803
509,415.0,07,201803
460,157.0,07,201803
389,19.0,35,201803
833,62.0,07,201803
427,12.0,32,201803
1134,17.0,33,201803
390,0.0,33,201803
573,2.0,09,201803
361,6706.0,02,201812
104,6686.0,02,201812
304,6425.0,02,201812
474,4739.0,02,201812
1054,6493.0,02,201812
992,3575.0,05,201812
1042,2541.0,05,201812
203,13646.0,01,201812
276,21207.0,01,201812
981,1361.0,01,201812
938,4113.0,03,201812
1,80.0,33,201812
450,83.0,33,201812
428,325.0,07,201812
352,158.0,07,201812
454,17.0,33,201812
389,25.0,35,201812
671,25.0,35,201812
1068,25.0,35,201812
256,25.0,35,201812
1181,65.0,10,201812
269,11.0,32,201812
649,3.0,36,201812
159,4.0,02,201812
738,371.0,02,202002
496,1839.0,05,202002
73,1822.0,05,202002
1158,2538.0,05,202002
881,311.0,05,202002
1134,6833.0,01,202002
313,5982.0,01,202002
127,11851.0,03,202002
835,7404.0,04,202002
1013,257.0,07,202002
380,441.0,07,202002
224,124.0,07,202002
1072,11.0,33,202002
518,6.0,02,202002
1034,0.0,A7,202002
519,1.0,35,202002
458,2.0,35,202002
123,1.0,33,202002
1085,2.0,09,202002
866,1.0,36,202002
1068,19815.0,01,201802
339,9717.0,03,201802
56,111.0,07,201802
155,412.0,07,201802
755,412.0,07,201802
537,222.0,07,201802
10,292.0,07,201802
238,29.0,33,201802
213,4.0,33,201802
304,12.0,07,201802
549,1.0,36,201802
1113,1.0,36,201802
416,0.0,33,201802
244,5491.0,02,201911
1014,4.0,36,201911
693,696.0,01,201911
696,12359.0,03,201911
1144,28.0,35,201911
256,436.0,07,201911
1078,101.0,33,201911
905,45.0,33,201911
594,25.0,33,201911
858,15.0,33,201911
924,3.0,05,201911
273,18.0,33,201911
342,2.0,09,201911
796,38.0,32,201911
83,31.0,10,201911
228,68.0,10,201911
2,3.0,19,201911
671,6517.0,02,201804
920,310.0,08,201804
370,3228.0,05,201804
49,2169.0,05,201804
208,352.0,05,201804
878,11200.0,01,201804
269,416.0,07,201804
738,4.0,04,201804
966,12.0,35,201804
228,22.0,35,201804
701,16.0,33,201804
458,17.0,33,201804
136,2.0,09,201804
170,1.0,33,201804
303,5787.0,02,201901
177,4193.0,05,201901
26,2427.0,05,201901
1115,1990.0,05,201901
999,3914.0,01,201901
1095,10819.0,03,201901
349,10398.0,03,201901
982,685.0,03,201901
710,141.0,03,201901
52,425.0,07,201901
279,325.0,07,201901
588,425.0,07,201901
407,100.0,07,201901
1017,374.0,07,201901
679,33.0,08,201901
1095,92.0,33,201901
127,92.0,33,201901
1199,75.0,33,201901
511,6.0,07,201901
1027,21.0,10,201901
602,25.0,35,201901
872,4.0,35,201901
711,0.0,A7,201901
1021,3341.0,05,201810
610,3376.0,05,201810
518,7144.0,01,201810
1020,21027.0,01,201810
112,8883.0,01,201810
1116,84.0,33,201810
55,2389.0,03,201810
228,42385.0,04,201810
104,70.0,10,201810
436,2.0,08,201810
175,2.0,08,201810
153,110.0,08,201810
143,22.0,33,201810
93,26.0,33,201810
971,10.0,35,201810
510,5.0,10,201810
982,1.0,10,201810
136,3.0,36,201810
253,3.0,36,201810
321,778.0,05,201803
481,2552.0,01,201803
61,19993.0,01,201803
349,18171.0,01,201803
721,8480.0,01,201803
1034,9572.0,04,201803
416,40638.0,04,201803
405,40.0,33,201803
553,47.0,33,201803
938,12.0,32,201803
1031,12.0,32,201803
464,8.0,07,201803
922,61.0,10,201803
949,65.0,10,201803
122,60.0,10,201803
642,19.0,35,201803
36,1.0,36,201803
334,1.0,36,201803
355,2.0,35,201803
236,0.0,36,201803
1081,2.0,09,201803
128,558.0,02,202002
367,518.0,02,202002
1098,3853.0,05,202002
487,7176.0,01,202002
999,4419.0,01,202002
478,4476.0,01,202002
819,12540.0,03,202002
493,12541.0,03,202002
476,441.0,07,202002
256,441.0,07,202002
36,441.0,07,202002
131,381.0,07,202002
279,337.0,07,202002
654,82.0,07,202002
158,65.0,10,202002
541,70.0,10,202002
182,26.0,02,202002
323,104.0,33,202002
437,105.0,33,202002
1062,105.0,33,202002
1144,28.0,35,202002
409,18.0,33,202002
273,18.0,33,202002
383,2.0,35,202002
1180,0.0,A7,202002
1095,2.0,09,202002
1053,5929.0,02,201802
595,5451.0,02,201802
205,292.0,08,201802
1154,3286.0,05,201802
1185,121.0,05,201802
479,105.0,01,201802
727,9717.0,03,201802
748,47.0,01,201802
1142,692.0,03,201802
131,356.0,07,201802
814,4.0,33,201802
26,42.0,33,201802
205,42.0,33,201802
973,42.0,33,201802
228,42.0,33,201802
574,56.0,34,201802
585,1.0,07,201802
1154,10.0,18,201802
236,65.0,10,201802
186,23.0,01,201802
607,5.0,02,201802
269,2.0,09,201802
1142,2.0,09,201802
1153,1.0,36,201802
193,1.0,05,201802
279,364.0,08,202005
799,13495.0,01,202005
300,8304.0,01,202005
410,13260.0,03,202005
437,9504.0,03,202005
31,5029.0,03,202005
699,30716.0,04,202005
768,339.0,07,202005
313,21.0,33,202005
90,65.0,10,202005
487,22.0,07,202005
565,2.0,08,202005
863,2.0,09,202005
225,23147.0,01,201909
1017,18018.0,01,201909
1053,12097.0,03,201909
127,11407.0,03,201909
991,12097.0,03,201909
152,3348.0,03,201909
1075,8064.0,04,201909
403,434.0,07,201909
920,405.0,07,201909
158,428.0,07,201909
902,235.0,07,201909
584,422.0,07,201909
131,374.0,07,201909
602,101.0,33,201909
367,23.0,35,201909
307,28.0,35,201909
63,70.0,10,201909
1160,23.0,01,201909
933,73.0,07,201909
1076,3.0,02,201909
787,6.0,33,201909
1143,1.0,35,201909
919,9.0,32,201909
553,2.0,09,201909
796,1809.0,05,202006
1021,4066.0,05,202006
253,26326.0,01,202006
524,48.0,33,202006
951,86.0,33,202006
821,6614.0,01,202006
779,13486.0,03,202006
380,444.0,07,202006
1155,438.0,07,202006
205,444.0,07,202006
922,65.0,10,202006
129,3.0,19,202006
506,28.0,35,202006
955,1.0,32,202006
1194,5784.0,02,201901
225,6631.0,02,201901
431,13272.0,01,201901
630,10206.0,01,201901
316,924.0,01,201901
565,837.0,01,201901
561,10819.0,03,201901
661,971.0,01,201901
885,59.0,33,201901
859,15.0,33,201901
923,376.0,07,201901
964,6.0,07,201901
882,168.0,05,201901
456,152.0,07,201901
730,21.0,33,201901
532,23.0,35,201901
968,25.0,35,201901
774,15.0,35,201901
1122,581.0,02,201802
864,3713.0,05,201802
721,8432.0,01,201802
1023,12373.0,01,201802
757,8094.0,01,201802
1081,9717.0,03,201802
892,9717.0,03,201802
1110,1533.0,01,201802
493,412.0,07,201802
905,62.0,07,201802
1199,37.0,33,201802
40,32.0,08,201802
135,32.0,08,201802
530,19.0,33,201802
524,21.0,33,201802
961,0.0,A7,201802
938,1.0,36,201802
42,6208.0,02,201807
1135,5132.0,01,201807
621,9836.0,01,201807
127,20509.0,01,201807
273,10380.0,03,201807
4,1787.0,01,201807
1197,2226.0,01,201807
334,420.0,07,201807
493,68.0,10,201807
1013,241.0,07,201807
1116,80.0,33,201807
1196,57.0,33,201807
66,74.0,08,201807
160,32.0,08,201807
1141,18.0,07,201807
402,5.0,10,201807
829,5.0,10,201807
303,3.0,36,201807
688,2.0,09,201807
1062,6900.0,02,201911
631,4727.0,05,201911
649,12359.0,03,201911
649,49971.0,04,201911
519,332.0,07,201911
10,304.0,07,201911
615,201.0,05,201911
637,12.0,A7,201911
439,157.0,03,201911
776,2.0,35,201911
293,19.0,33,201911
157,11.0,07,201911
1006,6.0,33,201911
864,1.0,13,201911
391,395.0,02,201912
104,6985.0,02,201912
864,375.0,08,201912
674,321.0,08,201912
1059,6681.0,01,201912
225,23789.0,01,201912
270,12468.0,03,201912
367,11833.0,03,201912
1175,4253.0,01,201912
957,105.0,33,201912
66,89.0,08,201912
427,109.0,34,201912
175,37.0,07,201912
1080,3.0,33,201912
774,17.0,35,201912
389,29.0,35,201912
170,3.0,33,201912
1119,3.0,19,201912
671,2.0,09,201912
733,5.0,33,201912
991,6525.0,02,201909
192,2485.0,01,201909
136,12097.0,03,201909
128,4057.0,03,201909
1081,48355.0,04,201909
1033,8.0,A7,201909
476,434.0,07,201909
61,282.0,08,201909
887,101.0,33,201909
971,12.0,35,201909
860,14.0,33,201909
1062,10.0,18,201909
748,2.0,09,201909
403,22708.0,01,201908
567,11970.0,03,201908
815,304.0,07,201908
892,100.0,33,201908
135,86.0,33,201908
833,57.0,33,201908
153,29.0,35,201908
152,11.0,35,201908
307,0.0,A7,201908
878,2.0,35,201908
888,2361.0,02,201803
637,297.0,08,201803
228,3345.0,05,201803
863,65.0,10,201803
694,6.0,33,201803
1055,48.0,33,201803
1199,42.0,33,201803
265,40.0,33,201803
635,2.0,32,201803
737,19.0,35,201803
789,4.0,33,201803
919,0.0,A7,201803
863,2.0,09,201803
158,11356.0,03,201904
779,11356.0,03,201904
276,45768.0,04,201904
273,18.0,33,201904
256,430.0,07,201904
515,430.0,07,201904
524,45.0,33,201904
186,23.0,01,201904
323,3.0,36,201904
830,0.0,04,201904
858,15.0,33,201904
565,0.0,33,201904
276,6517.0,02,201804
942,2436.0,05,201804
607,7136.0,01,201804
104,19406.0,01,201804
1196,10301.0,01,201804
410,10012.0,03,201804
815,9068.0,03,201804
169,3965.0,03,201804
128,1972.0,03,201804
201,48.0,33,201804
846,61.0,33,201804
864,22.0,35,201804
1063,407.0,07,201804
919,65.0,10,201804
450,45.0,10,201804
1131,96.0,02,201804
993,34.0,08,201804
325,18.0,33,201804
1076,33.0,07,201804
335,14.0,07,201804
728,0.0,A7,201804
329,2.0,09,201804
918,1.0,35,201804
819,6658.0,02,201810
348,3341.0,05,201810
683,1990.0,05,201810
628,4636.0,01,201810
203,13469.0,01,201810
922,16436.0,01,201810
619,10429.0,03,201810
1075,3666.0,04,201810
636,50.0,33,201810
1062,423.0,07,201810
380,423.0,07,201810
1127,263.0,07,201810
918,28.0,05,201810
83,3.0,A7,201810
938,3.0,A7,201810
256,24.0,35,201810
711,2.0,09,201810
162,0.0,33,201810
1049,0.0,33,201810
10,3.0,36,201810
113,0.0,07,201810
361,6483.0,02,201803
361,302.0,08,201803
750,3339.0,05,201803
142,7119.0,01,201803
566,9245.0,01,201803
1085,9874.0,03,201803
182,4.0,02,201803
774,24.0,33,201803
447,28.0,33,201803
814,6.0,33,201803
276,10.0,18,201803
717,122.0,07,201803
778,8.0,33,201803
427,1.0,36,201803
1159,1.0,36,201803
515,1.0,36,201803
612,1.0,36,201803
839,2.0,09,201803
253,2.0,09,201803
565,0.0,33,201803
671,6734.0,02,201902
939,1920.0,05,201902
375,9001.0,01,201902
642,3591.0,01,201902
815,7560.0,01,201902
1000,74.0,34,201902
831,3.0,36,201902
1020,26.0,32,201902
10,17.0,33,201902
1119,65.0,10,201902
925,2.0,08,201902
1102,2.0,09,201902
774,2215.0,02,201802
588,19815.0,01,201802
8,19567.0,01,201802
1127,16109.0,01,201802
566,9086.0,01,201802
564,33.0,33,201802
52,42.0,33,201802
602,9717.0,03,201802
501,182.0,03,201802
1183,1341.0,04,201802
491,1339.0,01,201802
283,281.0,08,201802
878,26.0,10,201802
547,177.0,07,201802
634,3.0,07,201802
1062,1.0,36,201802
864,12.0,32,201802
524,79.0,07,201802
737,2.0,09,201802
142,5.0,02,201802
256,6000.0,02,201908
1029,2651.0,05,201908
162,1741.0,01,201908
414,663.0,01,201908
711,3042.0,01,201908
1194,11970.0,03,201908
949,11970.0,03,201908
259,11870.0,03,201908
1195,66.0,07,201908
152,35.0,10,201908
528,65.0,10,201908
491,8.0,33,201908
205,101.0,33,201908
481,31.0,10,201908
1154,0.0,04,201908
169,12.0,07,201908
143,23.0,33,201908
228,5.0,36,201908
1142,2.0,09,201908
920,326.0,08,201810
598,3641.0,05,201810
382,3909.0,01,201810
212,9735.0,03,201810
1143,183.0,03,201810
1183,3227.0,04,201810
609,242.0,02,201810
839,82.0,07,201810
1052,441.0,04,201810
218,50.0,10,201810
607,58.0,10,201810
1020,24.0,35,201810
774,14.0,35,201810
1074,5.0,10,201810
1132,21.0,08,201810
649,10.0,18,201810
171,3.0,36,201810
896,21295.0,01,201910
885,12374.0,01,201910
167,11586.0,03,201910
919,49032.0,04,201910
1012,98.0,02,201910
1014,385.0,07,201910
674,310.0,08,201910
761,214.0,08,201910
432,33.0,08,201910
938,40.0,32,201910
1094,12.0,05,201910
228,102.0,34,201910
922,29.0,35,201910
205,29.0,35,201910
573,29.0,35,201910
106,9.0,A7,201910
1160,12.0,07,201910
136,20.0,33,201910
603,1.0,35,201910
236,15.0,04,201910
637,2.0,09,201910
957,2.0,09,201910
935,5813.0,02,201905
625,1036.0,05,201905
388,6374.0,01,201905
138,11414.0,01,201905
269,29.0,35,201905
751,430.0,07,201905
1196,98.0,07,201905
754,36.0,05,201905
815,19.0,33,201905
1069,91.0,33,201905
334,101.0,33,201905
957,4.0,A7,201905
1054,4.0,A7,201905
8,9.0,03,201905
821,22.0,33,201905
31,23.0,33,201905
1088,4.0,02,201905
612,2.0,09,201905
330,1369.0,05,201809
567,10544.0,03,201809
917,840.0,03,201809
919,42144.0,04,201809
554,4082.0,01,201809
886,223.0,07,201809
218,49.0,10,201809
427,68.0,34,201809
679,32.0,08,201809
555,112.0,07,201809
1013,242.0,07,201809
521,26.0,10,201809
519,21.0,10,201809
730,20.0,33,201809
877,54.0,33,201809
483,5.0,32,201809
628,16.0,07,201809
696,24.0,35,201809
517,0.0,07,201809
575,2.0,A7,201809
1020,2.0,A7,201809
84,3.0,36,201809
612,2.0,09,201809
334,3.0,36,201809
682,3.0,36,201809
646,6512.0,02,201911
112,33.0,08,201911
1156,4181.0,05,201911
232,278.0,05,201911
460,17981.0,01,201911
814,6866.0,01,201911
190,2226.0,01,201911
156,298.0,07,201911
473,101.0,33,201911
286,78.0,33,201911
575,29.0,35,201911
101,28.0,35,201911
171,23.0,01,201911
902,5.0,36,201911
1083,13.0,33,201911
316,4.0,07,201911
918,1.0,35,201911
493,6715.0,02,201901
512,5535.0,02,201901
447,329.0,08,201901
273,7241.0,01,201901
593,9289.0,01,201901
349,18237.0,01,201901
432,5003.0,01,201901
156,6138.0,03,201901
58,20496.0,04,201901
342,1203.0,01,201901
828,5886.0,01,201901
129,72.0,34,201901
1,317.0,07,201901
612,92.0,33,201901
442,121.0,07,201901
984,0.0,A7,201901
83,31.0,10,201901
718,25.0,35,201901
228,3.0,36,201901
662,3.0,33,201901
48,5.0,10,201901
1020,2.0,09,201901
1098,3184.0,05,201805
977,1308.0,05,201805
984,1627.0,01,201805
256,10144.0,03,201805
303,10144.0,03,201805
491,1339.0,01,201805
678,54.0,33,201805
273,295.0,07,201805
518,287.0,07,201805
427,66.0,34,201805
83,29.0,10,201805
918,19.0,05,201805
681,47.0,01,201805
530,24.0,33,201805
83,3.0,19,201805
582,0.0,36,201805
848,0.0,04,201805
920,2.0,09,201805
1122,1.0,35,201805
549,2.0,35,201805
660,2.0,08,201805
1055,314.0,08,201807
1102,19797.0,01,201807
755,20515.0,01,201807
764,5195.0,01,201807
1117,4921.0,01,201807
360,287.0,01,201807
339,10380.0,03,201807
12,62.0,07,201807
778,976.0,01,201807
669,54.0,07,201807
839,8.0,08,201807
688,23.0,35,201807
595,22.0,35,201807
353,23.0,35,201807
307,23.0,35,201807
863,2.0,A7,201807
967,5.0,10,201807
295,0.0,36,201807
714,268.0,05,201909
865,4111.0,05,201909
71,2948.0,05,201909
232,255.0,05,201909
864,23310.0,01,201909
944,19909.0,01,201909
367,11484.0,03,201909
447,135.0,07,201909
253,434.0,07,201909
228,434.0,07,201909
738,8.0,A7,201909
804,52.0,33,201909
515,101.0,33,201909
804,100.0,07,201909
167,23.0,35,201909
1194,29.0,35,201909
540,4.0,36,201909
497,2.0,09,201909
968,5646.0,02,201806
450,2769.0,02,201806
1165,5654.0,02,201806
776,1086.0,02,201806
39,355.0,05,201806
752,7461.0,01,201806
596,16033.0,01,201806
1138,11677.0,04,201806
938,419.0,07,201806
738,32.0,08,201806
711,106.0,08,201806
1053,68.0,10,201806
558,33.0,07,201806
661,14.0,33,201806
814,21.0,35,201806
1081,23.0,35,201806
1063,2.0,09,201806
83,1331.0,02,201803
244,5451.0,02,201803
1,3783.0,02,201803
615,201.0,05,201803
708,1987.0,05,201803
759,0.0,05,201803
775,9278.0,01,201803
572,462.0,01,201803
730,1018.0,03,201803
444,136.0,07,201803
1116,415.0,07,201803
603,44.0,07,201803
46,46.0,33,201803
1013,16.0,33,201803
866,2.0,09,201803
466,3719.0,05,201812
371,20741.0,01,201812
90,21114.0,01,201812
414,383.0,01,201812
367,10250.0,03,201812
1083,4082.0,01,201812
723,2226.0,01,201812
1059,204.0,07,201812
26,70.0,10,201812
892,65.0,10,201812
1165,65.0,10,201812
135,79.0,33,201812
244,49.0,10,201812
883,35.0,08,201812
1080,3.0,33,201812
1003,3.0,36,201812
407,21.0,33,201812
1169,10.0,32,201812
864,26.0,32,201812
726,6.0,07,201812
113,0.0,07,201812
225,6364.0,02,201801
476,144.0,05,201801
295,47.0,01,201801
526,47.0,01,201801
968,19761.0,01,201801
259,34.0,33,201801
228,9364.0,03,201801
349,328.0,07,201801
1054,64.0,10,201801
644,42.0,10,201801
411,67.0,07,201801
1076,22.0,01,201801
754,26.0,33,201801
788,19.0,34,201801
182,3.0,02,201801
1085,0.0,A7,201801
1138,0.0,A7,201801
